"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed",
"860Z200US83856","ZCTA5 83856","404","122","43","32","50","45","53","43","49","42","0","18","18","17","4","7","81","53","8","9","98","79",
"860Z200US98001","ZCTA5 98001","2868","524","93","54","173","115","371","200","204","123","638","349","273","164","302","188","87","71","515","182","212","129",
"860Z200US98002","ZCTA5 98002","7205","621","106","69","427","178","918","412","757","248","633","221","839","231","752","272","559","176","1958","356","256","122",
"860Z200US98003","ZCTA5 98003","10183","737","211","115","350","161","623","200","914","288","1661","468","1210","288","917","257","1234","455","2771","476","292","103",
"860Z200US98004","ZCTA5 98004","12295","684","1125","295","2232","389","2233","501","1548","285","1219","257","675","201","402","169","632","215","1869","454","360","177",
"860Z200US98005","ZCTA5 98005","4404","406","288","128","612","184","807","200","474","159","348","170","257","107","161","95","214","92","1115","296","128","117",
"860Z200US98006","ZCTA5 98006","2872","364","55","45","380","193","387","133","406","128","276","145","136","103","157","94","185","123","764","216","126","62",
"860Z200US98007","ZCTA5 98007","7541","579","715","220","1185","348","1022","274","918","222","871","446","470","157","662","221","233","113","1305","254","160","95",
"860Z200US98008","ZCTA5 98008","2538","302","81","61","348","125","579","203","292","111","273","124","132","93","71","52","157","93","403","128","202","113",
"860Z200US98010","ZCTA5 98010","301","150","108","114","34","39","15","25","31","37","57","63","11","18","17","28","12","21","12","19","4","7",
"860Z200US98011","ZCTA5 98011","4945","513","45","45","272","127","710","189","730","266","604","189","498","205","351","155","316","117","1256","283","163","81",
"860Z200US98012","ZCTA5 98012","9118","780","187","100","706","210","927","238","1653","403","1097","286","917","221","690","224","855","359","1911","439","175","86",
"860Z200US98014","ZCTA5 98014","264","95","0","19","15","25","52","33","19","22","31","20","7","12","18","20","0","19","73","74","49","36",
"860Z200US98019","ZCTA5 98019","407","193","0","21","24","28","60","81","0","21","45","71","21","33","0","21","37","47","110","96","110","115",
"860Z200US98020","ZCTA5 98020","2169","315","0","21","143","112","126","81","230","139","440","144","481","205","104","65","121","71","442","172","82","72",
"860Z200US98021","ZCTA5 98021","2506","306","66","56","231","107","487","154","359","133","302","125","196","105","104","79","156","93","548","181","57","44",
"860Z200US98022","ZCTA5 98022","1665","353","151","99","204","123","135","105","267","144","96","72","157","87","157","103","86","64","388","149","24","32",
"860Z200US98023","ZCTA5 98023","5977","591","204","161","304","171","492","210","723","259","891","269","759","290","451","159","438","188","1460","325","255","127",
"860Z200US98024","ZCTA5 98024","234","92","46","56","16","23","17","25","9","14","21","24","13","21","0","13","0","13","65","51","47","45",
"860Z200US98025","ZCTA5 98025","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98026","ZCTA5 98026","4253","408","97","76","209","90","671","209","548","189","906","282","323","140","212","107","387","115","888","300","12","22",
"860Z200US98027","ZCTA5 98027","3491","411","126","104","276","140","472","142","577","182","302","142","427","163","107","70","405","163","660","217","139","74",
"860Z200US98028","ZCTA5 98028","2731","312","218","147","148","77","352","145","302","122","332","159","304","107","108","61","391","228","488","171","88","53",
"860Z200US98029","ZCTA5 98029","4528","674","284","257","325","169","887","318","663","248","504","181","299","248","162","125","235","136","1040","457","129","100",
"860Z200US98030","ZCTA5 98030","6086","660","150","111","184","107","765","261","957","318","825","319","790","315","278","155","915","334","1121","290","101","77",
"860Z200US98031","ZCTA5 98031","4578","605","191","124","186","97","403","138","723","409","609","199","259","101","463","182","400","180","1137","242","207","117",
"860Z200US98032","ZCTA5 98032","8615","663","155","120","572","233","745","212","906","227","1140","397","1075","294","590","188","748","216","2547","503","137","77",
"860Z200US98033","ZCTA5 98033","6215","468","557","194","730","217","974","282","663","158","674","190","520","189","394","154","408","127","1176","243","119","64",
"860Z200US98034","ZCTA5 98034","8384","643","359","156","749","223","1199","266","1386","329","892","240","827","243","568","192","483","218","1626","406","295","145",
"860Z200US98036","ZCTA5 98036","6517","586","183","112","323","121","572","231","659","293","817","206","778","261","631","195","549","196","1653","387","352","204",
"860Z200US98037","ZCTA5 98037","4485","526","88","66","340","184","576","193","740","278","360","163","334","168","315","137","399","166","1244","357","89","76",
"860Z200US98038","ZCTA5 98038","1790","398","8","13","114","57","166","79","274","101","240","149","131","75","52","63","92","51","587","301","126","74",
"860Z200US98039","ZCTA5 98039","216","61","10","15","25","30","3","5","23","15","6","8","15","15","0","13","11","12","100","70","23","21",
"860Z200US98040","ZCTA5 98040","3364","365","81","44","370","156","312","144","669","268","266","112","271","138","302","169","155","82","807","275","131","86",
"860Z200US98042","ZCTA5 98042","2966","358","65","59","334","185","530","293","277","115","154","90","140","99","159","85","332","150","867","218","108","79",
"860Z200US98043","ZCTA5 98043","3999","376","123","96","160","91","622","227","613","247","422","129","537","248","347","148","351","195","721","180","103","69",
"860Z200US98045","ZCTA5 98045","865","246","23","35","158","111","108","68","19","23","110","72","73","69","0","21","90","64","284","187","0","21",
"860Z200US98047","ZCTA5 98047","989","281","0","19","96","135","81","80","115","103","96","93","173","139","160","147","57","54","191","132","20","37",
"860Z200US98050","ZCTA5 98050","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98051","ZCTA5 98051","194","100","0","13","25","24","69","63","0","13","0","13","29","49","0","13","15","24","35","57","21","32",
"860Z200US98052","ZCTA5 98052","17600","828","1064","304","2482","487","3317","545","2876","480","1578","329","1197","356","597","240","1088","367","2848","469","553","259",
"860Z200US98053","ZCTA5 98053","1123","269","0","25","180","143","90","62","78","63","68","62","99","75","25","30","94","67","366","233","123","74",
"860Z200US98055","ZCTA5 98055","4263","428","96","60","234","118","501","188","505","204","576","174","396","189","387","162","730","277","794","211","44","44",
"860Z200US98056","ZCTA5 98056","6622","582","160","117","359","155","781","285","888","272","722","203","971","365","339","153","688","203","1538","290","176","93",
"860Z200US98057","ZCTA5 98057","4714","449","49","55","324","158","476","236","493","168","437","171","338","155","512","191","479","191","1481","405","125","108",
"860Z200US98058","ZCTA5 98058","4186","447","81","54","314","206","519","194","452","137","578","274","359","133","283","121","431","163","854","224","315","283",
"860Z200US98059","ZCTA5 98059","3281","378","140","83","104","68","370","135","574","201","502","172","229","117","195","108","253","151","776","242","138","115",
"860Z200US98065","ZCTA5 98065","815","178","11","16","115","83","78","60","125","108","122","69","171","91","114","87","52","52","0","21","27","31",
"860Z200US98068","ZCTA5 98068","34","35","0","13","0","13","6","10","19","29","0","13","9","16","0","13","0","13","0","13","0","13",
"860Z200US98070","ZCTA5 98070","833","217","89","76","15","24","101","82","121","87","72","47","113","90","39","38","0","21","198","140","85","98",
"860Z200US98072","ZCTA5 98072","2539","344","132","118","222","109","346","159","207","126","151","77","319","214","164","134","404","152","502","206","92","55",
"860Z200US98074","ZCTA5 98074","1593","341","28","34","193","109","170","98","342","216","256","108","119","103","85","58","107","82","275","144","18","22",
"860Z200US98075","ZCTA5 98075","920","156","54","38","86","43","147","72","200","133","159","88","39","36","41","33","36","31","130","65","28","26",
"860Z200US98077","ZCTA5 98077","412","199","11","18","109","111","44","47","7","11","25","26","31","57","0","21","23","39","155","147","7","12",
"860Z200US98087","ZCTA5 98087","7427","665","129","89","319","141","1058","319","758","216","997","322","1097","415","533","219","368","191","1991","478","177","101",
"860Z200US98092","ZCTA5 98092","4350","481","139","92","193","118","378","133","1057","310","484","162","375","125","60","44","392","137","1067","241","205","97",
"860Z200US98101","ZCTA5 98101","9470","862","684","269","1116","294","1258","317","1365","404","973","233","878","248","932","430","456","194","1575","382","233","147",
"860Z200US98102","ZCTA5 98102","12555","873","667","244","1846","494","1632","272","1751","408","1290","339","1107","359","883","251","1127","408","1925","412","327","159",
"860Z200US98103","ZCTA5 98103","14314","949","583","182","1568","357","2244","414","2153","414","1436","284","1658","325","883","279","1109","307","2377","416","303","199",
"860Z200US98104","ZCTA5 98104","8312","628","271","110","735","218","972","316","1174","363","1099","289","853","254","423","209","855","259","1726","361","204","107",
"860Z200US98105","ZCTA5 98105","12113","789","487","228","773","241","1025","241","1139","278","906","306","611","186","1078","307","1048","247","4154","439","892","227",
"860Z200US98106","ZCTA5 98106","4806","502","128","91","270","130","501","171","665","191","549","195","537","247","345","119","400","158","1209","328","202","111",
"860Z200US98107","ZCTA5 98107","9355","819","369","156","1326","352","1444","403","966","255","1551","470","553","152","650","232","722","215","1498","409","276","143",
"860Z200US98108","ZCTA5 98108","3676","379","87","52","165","75","437","145","567","195","358","158","465","200","358","127","268","99","724","193","247","119",
"860Z200US98109","ZCTA5 98109","16173","813","1091","302","2847","502","2260","409","2303","467","1968","520","1098","277","1000","258","912","338","2310","437","384","238",
"860Z200US98110","ZCTA5 98110","1849","306","92","65","254","120","225","99","257","151","259","113","102","61","220","135","51","41","314","162","75","68",
"860Z200US98112","ZCTA5 98112","4276","467","243","148","405","137","779","213","553","186","495","176","340","167","274","149","205","130","785","250","197","132",
"860Z200US98115","ZCTA5 98115","9520","654","364","125","916","240","1396","306","1331","404","1356","284","644","211","755","203","667","198","1777","256","314","138",
"860Z200US98116","ZCTA5 98116","6204","634","437","306","468","168","751","245","1044","300","826","258","409","164","564","225","316","146","1226","288","163","103",
"860Z200US98117","ZCTA5 98117","4278","560","84","60","565","246","761","229","644","247","854","301","358","155","195","111","239","124","461","174","117","83",
"860Z200US98118","ZCTA5 98118","7911","721","343","152","488","208","1079","326","761","226","930","251","783","257","552","246","616","220","1913","455","446","150",
"860Z200US98119","ZCTA5 98119","8418","837","389","178","1039","248","1310","281","1716","654","1002","328","626","388","550","163","558","213","1039","265","189","98",
"860Z200US98121","ZCTA5 98121","10342","890","590","262","1721","400","1889","429","1091","282","1298","491","816","296","429","193","408","184","1784","526","316","141",
"860Z200US98122","ZCTA5 98122","16682","901","735","261","1711","369","2507","448","2626","617","1501","300","1331","384","1135","326","1302","355","3172","541","662","322",
"860Z200US98125","ZCTA5 98125","10945","701","232","119","658","174","1103","303","1733","376","1067","240","974","294","867","226","1146","299","2795","459","370","178",
"860Z200US98126","ZCTA5 98126","3981","458","91","68","211","121","534","180","580","186","388","179","546","295","355","151","244","124","805","221","227","141",
"860Z200US98133","ZCTA5 98133","11790","751","369","189","709","194","1157","276","1373","288","1634","465","1010","269","1039","303","978","201","2990","466","531","230",
"860Z200US98134","ZCTA5 98134","138","64","0","13","0","13","9","11","8","13","30","47","38","46","0","13","0","13","33","37","20","22",
"860Z200US98136","ZCTA5 98136","2841","562","29","24","211","125","516","358","317","144","409","185","199","159","237","143","196","123","564","268","163","89",
"860Z200US98144","ZCTA5 98144","8465","728","406","156","602","199","834","204","1056","295","1009","280","930","420","597","181","913","399","1753","398","365","160",
"860Z200US98146","ZCTA5 98146","3496","413","93","62","202","128","449","188","473","195","440","179","388","186","238","123","288","138","744","256","181","107",
"860Z200US98148","ZCTA5 98148","2012","313","34","38","55","48","162","74","281","102","344","228","396","165","126","99","97","83","480","170","37","49",
"860Z200US98154","ZCTA5 98154","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98155","ZCTA5 98155","3944","380","151","82","372","145","282","112","444","125","489","138","387","134","351","157","474","174","783","196","211","110",
"860Z200US98158","ZCTA5 98158","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98164","ZCTA5 98164","22","47","18","49","0","13","0","13","0","13","0","13","4","10","0","13","0","13","0","13","0","13",
"860Z200US98166","ZCTA5 98166","3030","329","14","18","308","162","265","124","287","154","491","160","301","141","205","107","393","211","710","261","56","62",
"860Z200US98168","ZCTA5 98168","5853","649","164","91","433","183","525","205","720","254","695","243","658","248","441","221","467","154","1509","361","241","131",
"860Z200US98174","ZCTA5 98174","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98177","ZCTA5 98177","1067","225","45","51","21","20","122","71","123","67","171","73","114","95","54","46","125","70","274","133","18","20",
"860Z200US98178","ZCTA5 98178","3328","407","90","59","153","63","207","165","456","243","434","182","296","153","237","143","271","139","1057","305","127","100",
"860Z200US98188","ZCTA5 98188","6545","645","44","43","808","356","672","251","846","267","655","260","727","265","516","206","824","316","1287","359","166","125",
"860Z200US98195","ZCTA5 98195","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98198","ZCTA5 98198","6620","573","91","78","241","170","417","158","550","179","775","246","422","184","709","321","1341","522","1904","370","170","109",
"860Z200US98199","ZCTA5 98199","3787","557","98","68","579","268","866","311","789","273","473","156","206","87","57","48","242","118","406","154","71","50",
"860Z200US98201","ZCTA5 98201","7254","557","184","104","689","196","720","182","693","148","1055","229","785","276","483","183","526","154","1937","306","182","95",
"860Z200US98203","ZCTA5 98203","4531","525","54","50","205","109","429","155","614","242","623","209","255","115","504","176","433","163","1113","265","301","324",
"860Z200US98204","ZCTA5 98204","11523","732","250","154","708","302","1347","360","1522","329","1165","322","1305","421","983","354","1197","339","2840","488","206","165",
"860Z200US98207","ZCTA5 98207","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98208","ZCTA5 98208","6956","708","186","154","163","85","710","219","712","210","739","212","983","398","388","170","1052","355","1817","369","206","134",
"860Z200US98220","ZCTA5 98220","26","26","6","9","0","13","0","13","20","25","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98221","ZCTA5 98221","2816","160","129","39","261","60","349","70","394","87","271","47","234","62","180","75","216","52","606","84","176","41",
"860Z200US98222","ZCTA5 98222","15","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","19",
"860Z200US98223","ZCTA5 98223","3702","527","18","29","275","129","384","157","493","158","338","151","288","113","239","118","352","167","935","237","380","315",
"860Z200US98224","ZCTA5 98224","4","6","0","13","0","13","0","13","4","6","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98225","ZCTA5 98225","13276","685","378","174","744","249","943","220","1071","253","1336","288","1127","238","1262","320","1497","278","4346","463","572","238",
"860Z200US98226","ZCTA5 98226","7401","582","150","88","527","242","792","230","787","276","759","259","858","299","675","363","616","176","2005","393","232","111",
"860Z200US98229","ZCTA5 98229","4076","410","0","28","137","63","333","138","549","186","447","173","255","134","374","172","747","234","1083","328","151","96",
"860Z200US98230","ZCTA5 98230","1706","318","8","17","122","87","177","99","311","153","244","137","174","106","120","85","118","133","376","210","56","44",
"860Z200US98232","ZCTA5 98232","172","53","3","4","0","13","32","27","24","24","0","13","21","21","1","3","6","8","19","14","66","31",
"860Z200US98233","ZCTA5 98233","2531","340","21","25","277","113","138","117","328","153","277","140","511","210","58","62","201","118","688","223","32","28",
"860Z200US98235","ZCTA5 98235","86","71","0","13","46","67","0","13","0","13","0","13","0","13","0","13","19","24","8","14","13","20",
"860Z200US98236","ZCTA5 98236","438","145","0","19","37","40","42","32","57","51","18","24","12","21","20","27","9","16","157","114","86","58",
"860Z200US98237","ZCTA5 98237","317","89","6","9","38","28","26","30","19","28","60","54","43","29","28","37","35","31","26","32","36","31",
"860Z200US98238","ZCTA5 98238","44","70","0","13","44","70","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98239","ZCTA5 98239","560","124","22","23","59","50","37","36","47","61","66","48","12","16","28","26","89","64","130","66","70","45",
"860Z200US98240","ZCTA5 98240","55","68","0","13","0","13","0","13","0","13","55","68","0","13","0","13","0","13","0","13","0","13",
"860Z200US98241","ZCTA5 98241","236","125","8","13","33","31","17","17","29","25","0","13","74","106","0","13","18","20","46","35","11","15",
"860Z200US98243","ZCTA5 98243","53","34","13","14","0","13","0","13","23","22","0","13","0","13","0","13","0","13","0","13","17","18",
"860Z200US98244","ZCTA5 98244","154","87","9","9","6","8","58","72","31","33","3","4","1","3","1","2","31","41","8","10","6","8",
"860Z200US98245","ZCTA5 98245","444","79","24","16","31","21","42","24","42","27","46","27","27","20","41","30","18","18","120","56","53","27",
"860Z200US98247","ZCTA5 98247","780","235","23","20","48","39","225","125","70","46","37","31","14","22","22","26","2","5","310","209","29","30",
"860Z200US98248","ZCTA5 98248","2289","445","28","38","81","79","265","131","339","155","212","108","244","195","204","129","101","80","645","354","170","100",
"860Z200US98249","ZCTA5 98249","344","123","0","13","19","21","45","47","28","28","66","71","24","25","39","48","9","14","54","52","60","51",
"860Z200US98250","ZCTA5 98250","991","127","34","18","114","45","157","54","108","41","88","34","80","39","45","29","63","27","180","47","122","59",
"860Z200US98251","ZCTA5 98251","284","108","0","13","32","36","0","13","19","26","24","29","0","13","0","13","65","57","69","62","75","52",
"860Z200US98252","ZCTA5 98252","650","184","7","11","45","38","164","120","83","50","47","58","53","59","26","35","34","34","176","101","15","23",
"860Z200US98253","ZCTA5 98253","102","77","0","13","0","13","11","20","0","13","0","13","0","13","85","77","0","13","0","13","6","10",
"860Z200US98255","ZCTA5 98255","16","18","0","13","0","13","0","13","11","16","0","13","0","13","0","13","0","13","5","8","0","13",
"860Z200US98256","ZCTA5 98256","26","26","0","13","0","13","11","18","0","13","0","13","0","13","9","14","0","13","6","11","0","13",
"860Z200US98257","ZCTA5 98257","422","90","28","17","24","12","71","54","44","19","30","15","29","24","21","20","33","12","118","53","24","15",
"860Z200US98258","ZCTA5 98258","3853","431","71","67","306","106","356","121","563","217","411","178","502","182","453","215","320","158","670","222","201","101",
"860Z200US98260","ZCTA5 98260","443","127","15","24","22","27","27","19","50","52","28","18","51","29","30","33","29","25","160","108","31","25",
"860Z200US98261","ZCTA5 98261","306","60","14","10","31","25","27","22","20","12","19","12","8","11","5","6","12","11","90","34","80","28",
"860Z200US98262","ZCTA5 98262","46","38","0","13","0","13","0","13","30","36","4","8","0","13","0","13","0","13","6","9","6","8",
"860Z200US98263","ZCTA5 98263","7","10","0","13","0","13","0","13","7","10","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98264","ZCTA5 98264","2556","377","190","158","60","49","311","162","373","168","232","130","312","155","192","116","249","150","553","230","84","74",
"860Z200US98266","ZCTA5 98266","418","164","0","13","0","13","91","120","110","103","32","45","32","38","10","15","42","54","75","63","26","32",
"860Z200US98267","ZCTA5 98267","57","70","0","13","37","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","20","34",
"860Z200US98270","ZCTA5 98270","5768","558","102","64","526","191","557","219","718","236","745","225","697","229","453","197","504","186","1241","236","225","95",
"860Z200US98271","ZCTA5 98271","2872","316","107","40","110","74","266","159","361","160","457","192","293","126","160","105","175","77","755","223","188","90",
"860Z200US98272","ZCTA5 98272","2028","256","25","28","198","128","352","120","269","100","272","118","111","60","145","63","72","60","507","159","77","70",
"860Z200US98273","ZCTA5 98273","4273","441","107","75","126","74","515","158","387","137","547","181","401","148","258","120","510","183","992","270","430","170",
"860Z200US98274","ZCTA5 98274","1638","238","36","42","97","60","179","96","160","99","239","131","108","73","190","96","139","90","388","122","102","64",
"860Z200US98275","ZCTA5 98275","2418","328","15","25","139","91","267","116","430","161","228","128","348","149","192","124","364","173","392","239","43","40",
"860Z200US98276","ZCTA5 98276","74","41","0","13","7","8","10","15","10","13","6","9","0","13","1","3","2","3","34","33","4","6",
"860Z200US98277","ZCTA5 98277","6480","506","158","92","553","258","556","199","899","263","630","176","1040","281","480","159","641","203","1290","282","233","105",
"860Z200US98278","ZCTA5 98278","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98279","ZCTA5 98279","111","61","8","11","2","4","0","13","26","20","5","9","0","13","0","13","8","7","55","56","7","8",
"860Z200US98280","ZCTA5 98280","37","25","0","13","3","4","13","14","7","9","0","13","0","13","0","13","0","13","0","13","14","17",
"860Z200US98281","ZCTA5 98281","123","50","19","18","10","12","28","32","8","12","0","13","0","13","3","6","17","18","38","35","0","13",
"860Z200US98282","ZCTA5 98282","641","183","43","40","23","29","70","50","118","83","60","46","17","27","9","14","59","64","116","58","126","80",
"860Z200US98283","ZCTA5 98283","11","13","0","13","6","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","9",
"860Z200US98284","ZCTA5 98284","2997","376","70","59","137","84","542","238","221","101","305","146","231","102","122","75","382","167","592","183","395","148",
"860Z200US98286","ZCTA5 98286","24","17","0","13","0","13","10","12","0","13","0","13","0","13","0","13","0","13","0","13","14","12",
"860Z200US98288","ZCTA5 98288","30","18","2","3","6","7","2","3","11","15","3","5","0","13","0","13","0","13","3","6","3","5",
"860Z200US98290","ZCTA5 98290","2688","349","84","69","223","117","391","207","372","206","235","91","370","146","91","81","270","113","445","157","207","105",
"860Z200US98292","ZCTA5 98292","1853","376","110","110","117","77","145","108","150","81","152","88","122","83","34","33","141","117","756","262","126","89",
"860Z200US98294","ZCTA5 98294","379","169","0","19","16","24","16","25","18","25","168","145","19","30","58","63","10","16","74","66","0","19",
"860Z200US98295","ZCTA5 98295","451","305","4","7","15","19","229","298","21","22","41","42","4","5","22","24","21","23","58","32","36","27",
"860Z200US98296","ZCTA5 98296","923","315","64","108","175","164","18","28","84","105","113","117","19","23","44","43","38","39","235","141","133","180",
"860Z200US98297","ZCTA5 98297","2","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","4",
"860Z200US98303","ZCTA5 98303","10","17","10","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98304","ZCTA5 98304","62","78","0","13","47","75","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","24",
"860Z200US98305","ZCTA5 98305","11","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","20",
"860Z200US98310","ZCTA5 98310","4418","395","122","70","274","166","364","147","490","165","519","153","580","214","258","129","373","132","1328","242","110","63",
"860Z200US98311","ZCTA5 98311","2601","373","55","41","313","172","210","101","256","129","299","143","364","182","272","155","225","134","558","194","49","54",
"860Z200US98312","ZCTA5 98312","4832","459","260","123","276","126","402","135","764","211","558","203","514","179","305","146","462","159","728","176","563","223",
"860Z200US98314","ZCTA5 98314","32","27","0","13","4","6","14","22","0","13","5","7","0","13","0","13","0","13","0","13","9","13",
"860Z200US98315","ZCTA5 98315","1074","147","0","19","0","19","115","71","181","85","149","75","115","73","125","76","154","91","215","83","20","32",
"860Z200US98320","ZCTA5 98320","99","42","0","13","3","8","16","19","0","13","7","7","3","5","9","12","23","22","3","6","35","23",
"860Z200US98321","ZCTA5 98321","695","208","0","21","43","50","84","90","106","119","78","59","63","51","9","15","119","80","193","146","0","21",
"860Z200US98323","ZCTA5 98323","24","26","0","13","6","10","0","13","0","13","0","13","8","14","0","13","0","13","10","18","0","13",
"860Z200US98325","ZCTA5 98325","135","129","0","13","12","20","20","25","18","27","0","13","0","13","0","13","0","13","0","13","85","121",
"860Z200US98326","ZCTA5 98326","176","85","0","13","48","45","11","18","0","13","18","23","51","58","0","13","0","13","48","38","0","13",
"860Z200US98327","ZCTA5 98327","1520","305","10","18","13","20","185","116","405","180","357","267","102","67","122","72","136","99","146","75","44","40",
"860Z200US98328","ZCTA5 98328","654","178","28","30","113","113","58","53","43","53","30","34","102","108","36","32","33","26","182","120","29","25",
"860Z200US98329","ZCTA5 98329","522","159","50","50","82","71","11","18","48","52","26","30","9","15","0","21","23","27","195","99","78","77",
"860Z200US98330","ZCTA5 98330","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98331","ZCTA5 98331","934","243","7","6","164","102","182","114","67","71","59","45","58","53","56","60","199","215","56","45","86","62",
"860Z200US98332","ZCTA5 98332","1351","241","14","22","113","65","131","72","276","145","120","74","90","69","109","74","175","86","224","98","99","75",
"860Z200US98333","ZCTA5 98333","116","79","44","59","0","13","0","13","0","13","0","13","8","14","0","13","0","13","35","38","29","33",
"860Z200US98335","ZCTA5 98335","2366","367","146","82","75","55","201","83","459","211","364","239","166","116","115","56","249","128","564","205","27","23",
"860Z200US98336","ZCTA5 98336","78","51","11","16","0","13","0","13","0","13","0","13","0","13","0","13","31","44","36","29","0","13",
"860Z200US98337","ZCTA5 98337","1669","243","20","27","73","51","102","57","199","113","215","90","168","97","178","96","270","126","304","109","140","103",
"860Z200US98338","ZCTA5 98338","1752","416","31","31","243","207","298","132","335","147","105","54","130","111","159","117","103","77","245","110","103","67",
"860Z200US98339","ZCTA5 98339","418","122","34","34","33","45","75","63","10","18","25","32","101","94","52","64","4","7","76","55","8","12",
"860Z200US98340","ZCTA5 98340","136","167","0","13","107","163","0","13","0","13","0","13","0","13","14","23","0","13","0","13","15","24",
"860Z200US98342","ZCTA5 98342","114","22","11","9","11","8","22","12","9","8","11","7","9","7","2","3","14","9","12","8","13","8",
"860Z200US98345","ZCTA5 98345","72","54","0","13","13","21","32","53","0","13","0","13","0","13","17","27","0","13","10","17","0","13",
"860Z200US98346","ZCTA5 98346","652","183","20","25","43","35","144","123","92","55","122","106","40","42","7","7","38","44","117","79","29","29",
"860Z200US98349","ZCTA5 98349","273","169","0","19","8","15","35","52","0","19","38","44","0","19","62","102","0","19","50","44","80","109",
"860Z200US98350","ZCTA5 98350","35","21","4","8","4","7","1","3","4","5","4","6","3","6","0","13","0","13","3","4","12","11",
"860Z200US98351","ZCTA5 98351","78","98","0","13","20","31","0","13","0","13","0","13","0","13","0","13","58","93","0","13","0","13",
"860Z200US98353","ZCTA5 98353","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98354","ZCTA5 98354","1300","194","12","19","120","89","37","36","162","83","174","103","194","131","75","66","48","47","478","171","0","19",
"860Z200US98355","ZCTA5 98355","69","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","42","42","42",
"860Z200US98356","ZCTA5 98356","189","112","0","13","19","25","0","13","10","17","52","50","20","23","7","11","0","13","74","80","7","12",
"860Z200US98357","ZCTA5 98357","127","46","17","17","22","14","21","23","5","7","0","13","4","6","0","13","0","13","0","13","58","34",
"860Z200US98358","ZCTA5 98358","103","62","11","20","28","30","0","13","15","18","0","13","0","13","0","13","0","13","25","41","24","34",
"860Z200US98359","ZCTA5 98359","265","110","0","13","10","15","41","41","56","57","0","13","21","24","29","37","0","13","108","86","0","13",
"860Z200US98360","ZCTA5 98360","677","179","22","38","60","62","55","45","107","71","50","56","69","60","45","52","186","139","62","55","21","34",
"860Z200US98361","ZCTA5 98361","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US98362","ZCTA5 98362","3593","383","166","72","236","114","368","164","394","117","342","112","291","103","275","118","493","182","812","278","216","110",
