ZIP,date,forecast_rent
98407,2027-08-01,2116.937526846114
98407,2027-09-01,2121.765222127079
98407,2027-10-01,2126.5929174080447
98407,2027-11-01,2131.4206126890094
98407,2027-12-01,2136.248307969975
98407,2028-01-01,2141.07600325094
98407,2028-02-01,2145.9036985319053
98407,2028-03-01,2150.7313938128705
98407,2028-04-01,2155.5590890938356
98407,2028-05-01,2160.3867843748008
98407,2028-06-01,2165.214479655766
98407,2028-07-01,2170.042174936731
98407,2028-08-01,2174.869870217696
98407,2028-09-01,2179.697565498662
98407,2028-10-01,2184.5252607796265
98407,2028-11-01,2189.352956060592
98407,2028-12-01,2194.180651341557
98407,2029-01-01,2199.0083466225224
98407,2029-02-01,2203.8360419034875
98407,2029-03-01,2208.6637371844527
98407,2029-04-01,2213.491432465418
98407,2029-05-01,2218.319127746383
98407,2029-06-01,2223.1468230273485
98407,2029-07-01,2227.9745183083132
98407,2029-08-01,2232.802213589279
98407,2029-09-01,2237.629908870244
98407,2029-10-01,2242.457604151209
98407,2029-11-01,2247.2852994321743
98407,2029-12-01,2252.1129947131394
98407,2030-01-01,2256.9406899941046
98407,2030-02-01,2261.7683852750697
98407,2030-03-01,2266.596080556035
98407,2030-04-01,2271.423775837
98407,2030-05-01,2276.2514711179656
98407,2030-06-01,2281.0791663989303
98407,2030-07-01,2285.906861679896
98408,2025-08-01,1818.4019021368204
98408,2025-09-01,1820.2910293308862
98408,2025-10-01,1822.1801565249518
98408,2025-11-01,1824.0692837190177
98408,2025-12-01,1825.9584109130833
98408,2026-01-01,1827.847538107149
98408,2026-02-01,1829.7366653012148
98408,2026-03-01,1831.6257924952804
98408,2026-04-01,1833.5149196893462
98408,2026-05-01,1835.4040468834119
98408,2026-06-01,1837.2931740774777
98408,2026-07-01,1839.1823012715433
98408,2026-08-01,1841.0714284656092
98408,2026-09-01,1842.9605556596748
98408,2026-10-01,1844.8496828537404
98408,2026-11-01,1846.7388100478063
98408,2026-12-01,1848.6279372418721
98408,2027-01-01,1850.5170644359378
98408,2027-02-01,1852.4061916300034
98408,2027-03-01,1854.2953188240692
98408,2027-04-01,1856.1844460181348
98408,2027-05-01,1858.0735732122007
98408,2027-06-01,1859.9627004062663
98408,2027-07-01,1861.851827600332
98408,2027-08-01,1863.7409547943978
98408,2027-09-01,1865.6300819884636
98408,2027-10-01,1867.5192091825293
98408,2027-11-01,1869.408336376595
98408,2027-12-01,1871.2974635706607
98408,2028-01-01,1873.1865907647264
98408,2028-02-01,1875.0757179587922
98408,2028-03-01,1876.9648451528578
98408,2028-04-01,1878.8539723469235
98408,2028-05-01,1880.7430995409893
98408,2028-06-01,1882.6322267350552
98408,2028-07-01,1884.5213539291208
98408,2028-08-01,1886.4104811231864
98408,2028-09-01,1888.2996083172523
98408,2028-10-01,1890.1887355113179
98408,2028-11-01,1892.0778627053837
98408,2028-12-01,1893.9669898994493
98408,2029-01-01,1895.856117093515
98408,2029-02-01,1897.7452442875808
98408,2029-03-01,1899.6343714816464
98408,2029-04-01,1901.5234986757123
98408,2029-05-01,1903.412625869778
98408,2029-06-01,1905.3017530638438
98408,2029-07-01,1907.1908802579094
98408,2029-08-01,1909.0800074519752
98408,2029-09-01,1910.9691346460409
98408,2029-10-01,1912.8582618401065
98408,2029-11-01,1914.7473890341723
98408,2029-12-01,1916.636516228238
98408,2030-01-01,1918.5256434223038
98408,2030-02-01,1920.4147706163694
98408,2030-03-01,1922.3038978104353
98408,2030-04-01,1924.193025004501
98408,2030-05-01,1926.0821521985667
98408,2030-06-01,1927.9712793926324
98408,2030-07-01,1929.860406586698
98409,2025-08-01,1721.3117208650756
98409,2025-09-01,1728.475311029548
98409,2025-10-01,1735.6389011940205
98409,2025-11-01,1742.802491358493
98409,2025-12-01,1749.9660815229654
98409,2026-01-01,1757.129671687438
98409,2026-02-01,1764.2932618519103
98409,2026-03-01,1771.456852016383
98409,2026-04-01,1778.6204421808554
98409,2026-05-01,1785.784032345328
98409,2026-06-01,1792.9476225098003
98409,2026-07-01,1800.1112126742728
98409,2026-08-01,1807.2748028387455
98409,2026-09-01,1814.4383930032177
98409,2026-10-01,1821.6019831676904
98409,2026-11-01,1828.7655733321628
98409,2026-12-01,1835.9291634966353
98409,2027-01-01,1843.0927536611077
